#;F0;F1;F2;DIST;PSR;AGE;BSURF;
;(Hz);(s^-2);(s^-3);(kpc);TYPE;(Yr);(G);
2253;2.983627;-5.500e-16;*;4.578;*;8.60e+07;1.46e+11;
2254;3.910769;-1.484e-13;-1.330e-25;5.404;*;4.17e+05;1.59e+12;
2255;2.663376;-1.328e-14;6.000e-26;1.683;*;3.18e+06;8.48e+11;
2256;1.092061;*;*;5.554;*;*;*;
2257;11.834320;*;*;5.336;*;*;*;
2258;4.816127;-2.055e-13;*;5.063;*;3.71e+05;1.37e+12;
2259;2.054439;-4.780e-14;1.000e-25;4.093;*;6.81e+05;2.38e+12;
2260;0.915459;-1.126e-14;*;5.471;*;1.29e+06;3.88e+12;
2261;0.703406;-2.700e-16;*;4.918;*;4.13e+07;8.91e+11;
2262;2.936619;-3.873e-14;*;9.407;*;1.20e+06;1.25e+12;
2263;9.551586;-3.345e-14;*;7.113;*;4.52e+06;1.98e+11;
2264;1.576406;-2.324e-14;*;5.011;*;1.07e+06;2.46e+12;
2265;4.849191;-4.716e-14;*;6.715;*;1.63e+06;6.51e+11;
2266;0.381837;-1.418e-15;*;9.175;*;4.27e+06;5.11e+12;
2267;2.302170;-5.950e-14;*;3.998;*;6.13e+05;2.23e+12;
2268;0.223378;-8.013e-15;*;4.003;RRAT;4.42e+05;2.71e+13;
2269;3.062119;-6.664e-11;2.725e-21;5.800;NRAD;7.28e+02;4.88e+13;
2270;2.856249;-1.029e-14;*;13.990;*;4.40e+06;6.73e+11;
2271;1.160928;-6.991e-15;*;4.220;*;2.63e+06;2.14e+12;
2272;4.433578;-1.951e-13;*;1.530;NRAD;3.60e+05;1.51e+12;
2273;0.439947;*;*;3.744;*;*;*;
2274;0.204967;-2.546e-16;*;25.000;*;1.28e+07;5.50e+12;
2275;288.761036;*;*;0.893;*;*;*;
2276;153.139357;*;*;4.582;*;*;*;
2277;0.149097;-2.834e-14;*;5.801;*;8.33e+04;9.36e+13;
2278;0.351258;*;*;4.858;*;*;*;
2279;1.672776;-1.446e-13;7.970e-26;3.419;*;1.83e+05;5.63e+12;
2280;3.857331;-8.779e-17;*;3.966;*;6.96e+08;3.96e+10;
2281;1.043851;-1.191e-14;*;4.378;*;1.39e+06;3.27e+12;
2282;2.933996;-2.440e-16;*;8.517;*;1.91e+08;9.95e+10;
2283;1.285076;-7.671e-15;*;4.324;*;2.65e+06;1.92e+12;
2284;0.601316;*;*;16.661;*;*;*;
2285;1.860037;-5.570e-15;*;1.154;*;5.29e+06;9.41e+11;
2286;3.642235;-1.790e-14;*;7.408;*;3.22e+06;6.16e+11;
2287;1.516456;-1.208e-14;-1.800e-26;4.400;*;1.99e+06;1.88e+12;
2288;1.872589;*;*;2.451;*;*;*;
2289;0.303938;*;*;10.029;*;*;*;
2290;5.223496;-1.836e-15;*;11.770;*;4.51e+07;1.15e+11;
2291;0.610825;-3.307e-15;*;8.799;*;2.93e+06;3.85e+12;
2292;4.444356;-5.671e-15;*;15.696;*;1.24e+07;2.57e+11;
2293;0.450734;-7.590e-16;*;12.600;*;9.41e+06;2.91e+12;
2294;1.976454;-3.419e-14;*;1.128;*;9.16e+05;2.13e+12;
2295;3.042614;-2.519e-15;*;3.864;*;1.91e+07;3.03e+11;
2296;0.762068;-8.327e-16;*;5.647;*;1.45e+07;1.39e+12;
2297;1.324977;*;*;9.527;*;*;*;
2298;2.413224;-2.565e-15;*;3.149;RRAT;1.49e+07;4.32e+11;
2299;3.358302;-1.589e-16;6.400e-27;5.261;*;3.35e+08;6.55e+10;
2300;0.447674;-3.370e-16;*;3.545;*;2.11e+07;1.96e+12;
2301;0.232116;-1.254e-15;2.200e-28;0.751;*;2.93e+06;1.01e+13;
2302;25.958797;-9.539e-12;*;*;NRAD;4.31e+04;7.47e+11;
2303;1.902588;*;*;3.964;*;*;*;
2304;0.758409;*;*;5.813;*;*;*;
2305;2.033719;*;*;4.863;*;*;*;
2306;552.486188;*;*;4.579;*;*;*;
2307;1.097249;*;*;5.614;*;*;*;
2308;2.522132;*;*;7.901;*;*;*;
2309;1.487032;-2.464e-14;*;7.887;*;9.56e+05;2.77e+12;
2310;0.545774;-5.066e-15;*;4.581;*;1.71e+06;5.65e+12;
2311;1.844489;-9.515e-14;*;4.691;*;3.07e+05;3.94e+12;
2312;0.678187;*;*;5.779;*;*;*;
2313;1.496093;-4.931e-14;*;1.212;*;4.81e+05;3.88e+12;
2314;0.599981;*;*;9.911;*;*;*;
2315;1.313725;-3.726e-14;*;1.974;*;5.59e+05;4.10e+12;
2316;2.374587;-6.411e-16;*;5.976;*;5.87e+07;2.21e+11;
2317;1.048895;-5.929e-14;*;3.504;*;2.80e+05;7.25e+12;
2318;0.689028;-2.195e-14;-1.400e-26;3.849;*;4.97e+05;8.29e+12;
2319;3.627901;-2.008e-15;*;3.976;*;2.86e+07;2.08e+11;
2320;1.925805;-6.668e-16;*;6.068;*;4.58e+07;3.09e+11;
2321;1.119370;*;*;5.732;*;*;*;
2322;0.456309;-8.995e-16;*;5.912;*;8.04e+06;3.11e+12;
2323;5.968724;*;*;5.726;*;*;*;
2324;0.635086;*;*;5.751;*;*;*;
2325;0.924348;-3.070e-16;*;4.045;*;4.77e+07;6.31e+11;
2326;6.001179;-1.408e-12;*;6.710;*;6.75e+04;2.58e+12;
2327;1.362055;-2.344e-15;*;6.502;*;9.21e+06;9.75e+11;
2328;280.917517;-8.600e-16;*;3.385;*;5.18e+09;1.99e+08;
2329;223.221060;-8.100e-15;*;12.310;*;4.37e+08;8.64e+08;
2330;3.439781;-1.081e-15;*;8.234;*;5.04e+07;1.65e+11;
2331;2.893670;-1.250e-14;-1.060e-26;2.167;*;3.67e+06;7.27e+11;
2332;0.722562;*;*;1.225;RRAT;*;*;
2333;43.770068;*;*;2.976;*;*;*;
2334;1.927817;-1.761e-14;*;5.453;*;1.73e+06;1.59e+12;
2335;0.709690;-4.400e-16;*;0.959;*;2.56e+07;1.12e+12;
2336;3.435246;*;*;4.995;*;*;*;
2337;1.049118;-2.733e-15;*;5.214;*;6.08e+06;1.56e+12;
2338;1.102564;-1.662e-13;*;5.648;*;1.05e+05;1.13e+13;
2339;2.906822;-1.846e-14;*;12.653;*;2.50e+06;8.77e+11;
2340;0.222652;-1.119e-15;*;11.117;*;3.15e+06;1.02e+13;
2341;2.297827;-4.205e-14;*;7.922;*;8.66e+05;1.88e+12;
2342;3.512500;-1.344e-14;2.240e-25;4.089;*;4.14e+06;5.63e+11;
2343;0.520751;-6.502e-16;*;6.199;*;1.27e+07;2.17e+12;
2344;0.829667;-7.930e-15;1.470e-25;2.644;*;1.66e+06;3.77e+12;
2345;0.520653;-6.830e-14;*;5.776;*;1.21e+05;2.23e+13;
2346;4.079967;*;*;5.591;*;*;*;
2347;2.137236;-2.594e-14;*;4.319;*;1.31e+06;1.65e+12;
2348;1.044113;-1.530e-14;*;5.581;*;1.08e+06;3.71e+12;
2349;3.137156;*;*;5.232;*;*;*;
2350;2.813335;*;*;4.513;*;*;*;
2351;0.458675;-2.040e-14;-1.700e-26;8.000;*;3.56e+05;1.47e+13;
2352;0.086515;-0.000e+00;*;*;AXP,NRAD;*;*;
2353;0.730444;*;*;4.722;*;*;*;
2354;1.245470;*;*;4.911;*;*;*;
2355;9.531743;-7.886e-16;*;10.000;NRAD;1.92e+08;3.05e+10;
2356;414.937759;*;*;4.492;*;*;*;
2357;6.096446;*;*;4.098;*;*;*;
2358;0.849048;*;*;7.218;*;*;*;
2359;2.214973;-8.620e-15;*;4.726;*;4.07e+06;9.01e+11;
2360;2.331117;-2.798e-14;*;5.692;*;1.32e+06;1.50e+12;
2361;5.384160;*;*;7.575;*;*;*;
2362;0.754063;-5.800e-17;*;6.389;*;2.06e+08;3.72e+11;
2363;179.211470;*;*;7.138;*;*;*;
2364;1.907826;-5.324e-14;*;4.577;*;5.68e+05;2.80e+12;
2365;0.265102;*;*;3.395;*;*;*;
2366;232.018561;*;*;*;NRAD[fermi21];*;*;
2367;2.973207;-7.753e-16;1.620e-26;2.460;*;6.08e+07;1.74e+11;
2368;5.830224;*;*;6.313;*;*;*;
2369;9.858326;-5.416e-13;*;5.339;HE[sbc+19];2.88e+05;7.61e+11;
2370;354.609929;*;*;4.554;*;*;*;
2371;29.944547;*;*;3.936;*;*;*;
2372;2.513261;-2.118e-13;*;5.815;*;1.88e+05;3.70e+12;
2373;1.076971;*;*;4.735;*;*;*;
2374;1.733523;*;*;3.992;*;*;*;
2375;0.532834;-6.902e-16;*;4.198;*;1.22e+07;2.16e+12;
2376;3.628742;-2.816e-13;*;3.841;*;2.04e+05;2.46e+12;
2377;2.339783;*;*;9.974;*;*;*;
2378;1.707788;-3.274e-16;*;5.821;*;8.27e+07;2.59e+11;
2379;2.282636;*;*;6.648;*;*;*;
2380;0.757218;*;*;15.608;*;*;*;
2381;0.757198;-1.517e-15;*;15.719;*;7.91e+06;1.89e+12;
2382;1.104805;-1.563e-15;*;9.127;*;1.12e+07;1.09e+12;
2383;7.911372;-3.834e-14;-1.900e-25;6.519;*;3.27e+06;2.82e+11;
2384;0.954078;-1.409e-15;*;1.285;*;1.07e+07;1.29e+12;
2385;465.238972;5.180e-16;*;4.753;*;*;*;
2386;0.255450;-3.350e-16;*;14.447;*;1.21e+07;4.54e+12;
2387;244.391378;-5.206e-16;*;2.083;*;7.44e+09;1.91e+08;
2388;369.003690;*;*;4.077;*;*;*;
2389;2.766481;*;*;8.259;*;*;*;
2390;1.303306;-9.809e-16;*;5.737;*;2.11e+07;6.74e+11;
2391;0.489273;*;*;5.484;*;*;*;
2392;0.219403;-6.986e-15;*;4.498;RRAT;4.98e+05;2.60e+13;
2393;0.731824;-9.908e-16;*;6.893;*;1.17e+07;1.61e+12;
2394;1.590987;-1.395e-16;*;9.525;*;1.81e+08;1.88e+11;
2395;1.838165;-4.055e-15;*;5.014;*;7.18e+06;8.18e+11;
2396;2.217787;*;*;0.647;*;*;*;
2397;1.744601;-1.944e-15;7.700e-26;13.835;*;1.42e+07;6.12e+11;
2398;0.872148;-3.165e-15;-1.420e-26;6.910;*;4.37e+06;2.21e+12;
2399;0.289593;-3.791e-16;*;10.896;RRAT;1.21e+07;4.00e+12;
2400;0.769101;*;*;6.387;*;*;*;
2401;2.251542;*;*;5.210;*;*;*;
2402;4.051589;-1.061e-15;*;7.042;*;6.05e+07;1.28e+11;
2403;3.949915;*;*;5.945;*;*;*;
2404;1.017263;*;*;2.975;*;*;*;
2405;0.612158;-2.624e-15;*;7.422;*;3.70e+06;3.42e+12;
2406;1.182945;-2.534e-14;*;5.940;*;7.40e+05;3.96e+12;
2407;1.277433;*;*;5.341;*;*;*;
2408;0.567750;*;*;6.862;*;*;*;
2409;0.595910;-3.300e-16;*;10.948;*;2.86e+07;1.26e+12;
2410;0.450400;*;*;17.394;*;*;*;
2411;9.900010;*;*;10.249;*;*;*;
2412;0.703497;*;*;9.110;*;*;*;
2413;0.717626;-1.376e-13;*;11.706;*;8.26e+04;1.95e+13;
2414;1.890959;*;*;9.343;*;*;*;
2415;3.865711;-1.123e-14;*;10.336;*;5.45e+06;4.46e+11;
2416;2.895184;-2.012e-15;*;6.256;*;2.28e+07;2.91e+11;
2417;278.234418;-8.438e-16;*;5.126;HE;5.22e+09;2.00e+08;
2418;1.077041;*;*;6.937;*;*;*;
2419;1.612339;-3.176e-15;*;6.540;*;8.04e+06;8.81e+11;
2420;3.739162;-2.913e-12;2.760e-23;3.300;HE[lsg+15];2.03e+04;7.55e+12;
2421;0.101111;*;*;3.136;*;*;*;
2422;1.829491;*;*;3.962;*;*;*;
2423;12.359917;-9.489e-12;*;6.318;*;2.06e+04;2.27e+12;
2424;2.379524;-2.100e-16;*;6.213;*;1.80e+08;1.26e+11;
2425;2.699176;-1.237e-14;*;4.034;*;3.46e+06;8.02e+11;
2426;3.058385;*;*;11.569;*;*;*;
2427;0.460681;-5.578e-16;*;9.622;*;1.31e+07;2.42e+12;
2428;0.141739;-5.980e-16;*;0.160;XINS,NRAD;3.76e+06;1.47e+13;
2429;2.801678;-4.285e-16;-4.100e-27;2.511;*;1.04e+08;1.41e+11;
2430;7.155120;-1.596e-12;*;4.569;HE[lsg+15];7.10e+04;2.11e+12;
2431;1.584829;-3.525e-14;*;7.259;*;7.12e+05;3.01e+12;
2432;2.404869;-2.329e-13;2.780e-25;8.000;*;1.64e+05;4.14e+12;
2433;2.994998;*;*;7.793;*;*;*;
2434;1.141618;*;*;5.305;*;*;*;
2435;1.294200;-4.437e-15;*;6.664;*;4.62e+06;1.45e+12;
2436;2.857541;-5.660e-14;*;12.231;*;8.00e+05;1.58e+12;
2437;1.988373;-1.873e-14;*;13.138;*;1.68e+06;1.56e+12;
2438;186.494078;-6.205e-16;*;1.200;*;4.76e+09;3.13e+08;
2439;0.271207;-7.760e-16;*;4.046;*;5.54e+06;6.31e+12;
2440;2.496256;*;*;4.717;*;*;*;
2441;0.212104;*;*;6.851;*;*;*;
2442;1.340792;-8.290e-15;*;7.229;*;2.56e+06;1.88e+12;
2443;5.059597;-3.584e-13;*;5.859;*;2.24e+05;1.68e+12;
2444;0.213073;-1.104e-15;*;5.150;*;3.06e+06;1.08e+13;
2445;383.141762;*;*;4.724;*;*;*;
2446;2.682763;*;*;6.700;*;*;*;
2447;1.152812;-1.362e-16;*;4.777;*;1.34e+08;3.02e+11;
2448;3.893417;-3.093e-14;*;5.490;*;1.99e+06;7.33e+11;
2449;2.064623;*;*;11.567;*;*;*;
2450;1.814689;-1.666e-14;*;10.144;*;1.73e+06;1.69e+12;
2451;419.460817;-6.686e-16;*;0.921;HE;9.94e+09;9.63e+07;
2452;423.728814;*;*;*;NRAD[fermi21];*;*;
2453;1.786875;*;*;7.729;*;*;*;
2454;116.686114;*;*;6.506;*;*;*;
2455;1.044168;*;*;9.578;*;*;*;
2456;17.822135;*;*;4.653;*;*;*;
2457;621.118012;*;*;3.075;*;*;*;
2458;0.661591;-2.835e-16;*;6.250;*;3.70e+07;1.00e+12;
2459;2.973624;*;*;8.840;*;*;*;
2460;2.181786;*;*;5.261;*;*;*;
2461;0.957568;-2.339e-14;*;6.364;*;6.49e+05;5.22e+12;
2462;1.966332;-6.146e-15;*;9.003;*;5.07e+06;9.10e+11;
2463;195.694716;*;*;9.350;*;*;*;
2464;*;*;*;10.297;RRAT[pab+18];*;*;
2465;1.070696;-4.500e-15;*;4.119;*;3.77e+06;1.94e+12;
2466;0.717500;-2.600e-17;*;5.985;*;4.37e+08;2.68e+11;
2467;2.596094;-9.580e-16;*;4.229;*;4.29e+07;2.37e+11;
2468;0.545753;-9.081e-15;*;4.854;*;9.52e+05;7.56e+12;
2469;31.162356;*;*;5.725;*;*;*;
2470;2.671928;-4.073e-14;*;4.515;*;1.04e+06;1.48e+12;
2471;203.697558;-2.450e-16;*;4.801;*;1.32e+10;1.72e+08;
2472;13.815971;*;*;6.751;*;*;*;
2473;3.201902;-3.312e-14;*;6.988;*;1.53e+06;1.02e+12;
2474;2.564963;-3.372e-14;*;8.595;*;1.21e+06;1.43e+12;
2475;1.030460;*;*;8.670;*;*;*;
2476;0.702302;-1.116e-16;*;9.723;*;9.97e+07;5.74e+11;
2477;1.633429;-5.457e-16;-2.760e-27;0.700;*;4.74e+07;3.58e+11;
2478;1.660503;*;*;6.838;*;*;*;
2479;0.781743;-1.137e-15;*;2.375;*;1.09e+07;1.56e+12;
2480;1.285906;*;*;7.232;*;*;*;
2481;4.655277;*;*;5.588;*;*;*;
2482;3.136593;-3.189e-14;*;6.597;*;1.56e+06;1.03e+12;
2483;358.422939;-4.594e-15;*;2.360;HE[fermi21,frm+18];1.24e+09;3.20e+08;
2484;3.469582;-2.838e-14;-1.600e-26;3.229;*;1.94e+06;8.34e+11;
2485;1.129637;-2.939e-14;*;7.523;*;6.09e+05;4.57e+12;
2486;0.769412;-2.700e-16;*;4.300;*;4.52e+07;7.79e+11;
2487;128.258137;-7.520e-16;*;5.304;*;2.70e+09;6.04e+08;
2488;2.811159;-1.811e-14;*;3.778;*;2.46e+06;9.14e+11;
2489;1.247360;-4.000e-15;*;8.445;*;4.94e+06;1.45e+12;
2490;1.219780;*;*;6.487;*;*;*;
2491;1.570883;-1.290e-15;*;5.886;*;1.93e+07;5.84e+11;
2492;1.525669;-1.736e-14;3.240e-25;7.000;*;1.39e+06;2.24e+12;
2493;1.802593;-4.140e-14;*;6.685;*;6.90e+05;2.69e+12;
2494;0.375505;-1.856e-14;*;5.342;*;3.21e+05;1.89e+13;
2495;1.448066;-1.819e-14;*;8.724;*;1.26e+06;2.48e+12;
2496;1.140194;-2.039e-14;*;12.063;*;8.86e+05;3.75e+12;
2497;1.626660;-8.229e-14;*;5.919;*;3.13e+05;4.42e+12;
2498;0.217374;-1.197e-15;*;5.831;*;2.88e+06;1.09e+13;
2499;1.201920;-2.600e-17;*;2.942;*;7.32e+08;1.24e+11;
2500;13.204807;*;*;3.829;*;*;*;
2501;0.963660;*;*;8.903;*;*;*;
2502;1.552798;-5.515e-15;3.560e-25;3.400;*;4.46e+06;1.23e+12;
2503;0.561190;-5.160e-16;1.300e-27;1.923;*;1.72e+07;1.73e+12;
2504;0.546192;-3.908e-17;*;2.503;*;2.21e+08;4.96e+11;
2505;0.511023;-2.149e-16;*;0.894;*;3.77e+07;1.28e+12;
2506;2.407352;-5.494e-16;*;6.066;*;6.94e+07;2.01e+11;
2507;0.817142;-1.606e-15;*;5.990;*;8.06e+06;1.74e+12;
2508;0.655879;-8.600e-16;*;4.049;*;1.21e+07;1.77e+12;
2509;1.339446;-2.310e-14;5.290e-26;3.600;*;9.19e+05;3.14e+12;
2510;1.484769;-1.700e-14;0.000e+00;7.000;*;1.38e+06;2.31e+12;
2511;2.049967;-8.825e-16;*;3.328;*;3.68e+07;3.24e+11;
2512;5.256794;*;*;13.851;*;*;*;
2513;1.270949;-1.217e-14;*;4.074;*;1.65e+06;2.46e+12;
2514;2.444150;-1.548e-14;*;13.888;*;2.50e+06;1.04e+12;
2515;573.921045;-3.030e-15;*;1.645;HE;3.00e+09;1.28e+08;
2516;1.371165;-7.567e-15;*;3.300;*;2.87e+06;1.73e+12;
2517;3.317203;-7.473e-15;*;4.069;*;7.03e+06;4.58e+11;
2518;465.135238;-4.072e-15;6.100e-26;7.000;*;1.81e+09;2.04e+08;
2519;0.868509;-1.711e-16;*;7.599;*;8.04e+07;5.17e+11;
2520;0.071175;*;*;4.437;*;*;*;
2521;2.796030;*;*;5.883;*;*;*;
2522;2.672960;-1.372e-13;*;5.887;*;3.09e+05;2.71e+12;
2523;2.315408;-1.812e-14;0.000e+00;12.449;*;2.02e+06;1.22e+12;
2524;1.263851;-1.692e-14;*;5.923;*;1.18e+06;2.93e+12;
2525;216.450216;*;*;5.312;*;*;*;
2526;6.529973;*;*;4.297;*;*;*;
2527;1.126983;-1.689e-15;*;2.611;*;1.06e+07;1.10e+12;
2528;0.811708;*;*;2.548;*;*;*;
2529;6.012706;-5.364e-13;*;11.845;*;1.78e+05;1.59e+12;
2530;2.799906;-2.893e-13;*;6.256;*;1.53e+05;3.67e+12;
2531;1.535661;-1.049e-15;*;5.756;*;2.32e+07;5.45e+11;
2532;277.940062;-8.060e-16;*;0.930;HE[ckr+15];5.46e+09;1.96e+08;
2533;7.167191;-6.064e-15;*;6.364;*;1.87e+07;1.30e+11;
2534;2.282639;-2.084e-17;*;4.242;*;1.74e+09;4.24e+10;
2535;2.635830;-6.182e-15;*;5.305;*;6.76e+06;5.88e+11;
2536;198.412698;*;*;5.999;*;*;*;
2537;1.330601;*;*;12.102;*;*;*;
2538;14.065707;-2.176e-17;*;4.578;*;1.02e+10;2.83e+09;
2539;4.320588;*;*;9.609;*;*;*;
2540;164.139791;-1.540e-16;*;4.401;*;1.69e+10;1.89e+08;
2541;0.595050;*;*;2.500;*;*;*;
2542;1.656287;*;*;2.429;*;*;*;
2543;203.665988;*;*;4.013;*;*;*;
2544;0.506347;*;*;6.075;*;*;*;
2545;4.785643;-9.411e-15;*;6.154;*;8.06e+06;2.97e+11;
2546;3.797304;-2.497e-13;*;10.966;*;2.41e+05;2.16e+12;
2547;0.663249;*;*;1.838;*;*;*;
2548;225.225225;*;*;2.926;*;*;*;
2549;161.550889;*;*;5.894;*;*;*;
2550;0.538628;-8.007e-17;*;5.496;*;1.07e+08;7.24e+11;
2551;381.679389;*;*;4.659;HE[trr+21,fermi21];*;*;
2552;1.331898;-1.317e-15;-3.000e-27;7.274;*;1.60e+07;7.55e+11;
2553;0.648756;-1.343e-15;*;25.000;*;7.66e+06;2.24e+12;
2554;2.398082;*;*;9.134;*;*;*;
2555;1.554767;-7.395e-15;*;7.644;*;3.33e+06;1.42e+12;
2556;313.190897;*;*;7.900;*;*;*;
2557;264.242346;-3.425e-16;*;1.064;*;1.22e+10;1.38e+08;
2558;*;*;*;9.081;RRAT[pab+18];*;*;
2559;1.276650;*;*;9.912;*;*;*;
2560;2.266496;-5.714e-15;*;8.797;*;6.28e+06;7.09e+11;
2561;1.010401;-1.381e-13;*;4.952;*;1.16e+05;1.17e+13;
2562;0.398145;*;*;1.041;*;*;*;
2563;1.543114;-1.177e-14;6.700e-25;4.980;*;2.08e+06;1.81e+12;
2564;0.838392;*;*;4.807;*;*;*;
2565;4.581840;-7.345e-14;*;11.553;*;9.88e+05;8.84e+11;
2566;5.866135;*;*;11.550;*;*;*;
2567;0.611804;*;*;12.298;*;*;*;
2568;0.579102;-6.941e-15;*;6.910;*;1.32e+06;6.05e+12;
2569;358.480447;-4.266e-16;*;4.477;*;1.33e+10;9.74e+07;
2570;0.958440;-1.053e-14;*;10.069;*;1.44e+06;3.50e+12;
2571;480.012672;-6.870e-16;*;4.092;*;1.11e+10;7.98e+07;
2572;2.515156;-3.299e-14;*;3.091;*;1.21e+06;1.46e+12;
2573;3.741465;-2.990e-14;-6.800e-27;7.000;*;1.98e+06;7.65e+11;
2574;2.812781;*;*;5.317;*;*;*;
2575;0.777264;-9.200e-17;*;4.966;*;1.34e+08;4.48e+11;
2576;8.966669;-2.885e-12;3.180e-23;*;NRAD;4.92e+04;2.02e+12;
2577;0.650834;-1.270e-15;*;6.929;*;8.12e+06;2.17e+12;
2578;6.940918;-9.764e-13;5.000e-23;7.400;*;1.13e+05;1.73e+12;
2579;17.485574;*;*;2.465;*;*;*;
2580;2.307124;*;*;7.037;*;*;*;
2581;1.289749;-2.200e-16;*;7.414;*;9.29e+07;3.24e+11;
2582;0.981265;-1.978e-16;*;6.721;*;7.86e+07;4.63e+11;
2583;2.841882;-9.170e-15;*;8.751;*;4.91e+06;6.40e+11;
2584;1.616134;-5.825e-16;*;7.986;*;4.40e+07;3.76e+11;
2585;4.164008;-1.426e-13;*;9.481;*;4.63e+05;1.42e+12;
2586;0.878424;-2.430e-15;*;11.835;*;5.73e+06;1.92e+12;
2587;9.377982;-7.636e-12;1.880e-22;2.370;HE;1.95e+04;3.08e+12;
2588;3.089776;-4.317e-12;*;3.400;*;1.13e+04;1.22e+13;
2589;4.580013;*;*;7.715;*;*;*;
2590;2.906132;*;*;5.397;*;*;*;
2591;2.749698;-1.392e-13;*;4.994;*;3.13e+05;2.62e+12;
2592;1.740044;-2.033e-15;*;5.810;*;1.36e+07;6.29e+11;
2593;5.965605;-1.315e-13;*;8.310;*;7.19e+05;7.96e+11;
2594;0.654861;-2.378e-15;*;4.989;*;4.36e+06;2.94e+12;
2595;4.422683;-1.844e-12;*;8.223;*;3.80e+04;4.67e+12;
2596;0.192369;-3.405e-12;*;*;AXP,NRAD;8.95e+02;7.00e+14;
2597;0.704146;-7.923e-14;*;7.551;*;1.41e+05;1.52e+13;
2598;1.209047;-2.848e-15;*;10.526;*;6.73e+06;1.28e+12;
2599;1.581690;-7.715e-15;*;3.475;*;3.25e+06;1.41e+12;
2600;0.809220;-3.541e-16;-2.900e-28;2.460;*;3.62e+07;8.27e+11;
2601;2.358491;*;*;6.706;*;*;*;
2602;1.180926;-1.367e-15;*;11.278;*;1.37e+07;9.22e+11;
2603;3.436181;-3.053e-14;*;5.845;*;1.78e+06;8.78e+11;
2604;5.928471;-8.012e-14;*;10.615;*;1.17e+06;6.27e+11;
2605;4.709147;-1.829e-14;*;0.669;*;4.08e+06;4.23e+11;
2606;5.505395;*;*;5.643;*;*;*;
2607;1.952703;-7.577e-15;*;11.320;*;4.08e+06;1.02e+12;
2608;5.393823;-6.943e-14;*;8.272;*;1.23e+06;6.73e+11;
2609;2.971286;-3.079e-13;1.200e-24;8.906;*;1.53e+05;3.47e+12;
2610;1.204428;-1.422e-16;*;5.561;*;1.34e+08;2.89e+11;
2611;110.497238;*;*;6.001;*;*;*;
2612;93.545370;*;*;0.671;*;*;*;
2613;0.314977;-3.671e-16;*;6.884;*;1.36e+07;3.47e+12;
2614;389.955880;-2.104e-15;*;2.601;HE[drc+21];2.94e+09;1.91e+08;
2615;2.648459;-1.192e-16;*;5.405;*;3.52e+08;8.11e+10;
2616;0.983334;-5.336e-15;1.700e-28;4.358;*;2.92e+06;2.40e+12;
2617;1.010273;-5.639e-15;7.410e-26;4.500;*;2.84e+06;2.37e+12;
2618;1.322764;-3.601e-14;*;9.559;*;5.82e+05;3.99e+12;
2619;1.348141;-5.859e-15;*;1.325;RRAT;3.65e+06;1.56e+12;
2620;0.802639;*;*;1.806;*;*;*;
2621;4.216540;-2.701e-12;*;8.286;*;2.47e+04;6.07e+12;
2622;0.668950;*;*;5.363;*;*;*;
2623;4.485325;-7.203e-13;*;7.608;*;9.87e+04;2.86e+12;
2624;0.494858;*;*;8.378;*;*;*;
2625;3.525570;-3.282e-14;1.000e-24;4.800;*;1.70e+06;8.76e+11;
2626;147.058824;*;*;8.104;*;*;*;
2627;2.227442;-3.597e-16;*;7.126;*;9.81e+07;1.83e+11;
2628;0.813463;-2.250e-15;*;10.130;*;5.73e+06;2.07e+12;
2629;1.003907;-2.207e-16;*;4.411;*;7.21e+07;4.73e+11;
2630;1.843484;-3.296e-16;*;2.447;*;8.86e+07;2.32e+11;
2631;339.315687;-1.615e-15;-3.890e-27;1.140;*;3.33e+09;2.06e+08;
2632;0.734968;-9.600e-17;*;8.105;*;1.21e+08;4.98e+11;
2633;2.959851;-2.298e-15;*;7.932;*;2.04e+07;3.01e+11;
2634;1.981744;-8.612e-15;-2.200e-25;14.441;*;3.65e+06;1.06e+12;
2635;0.429136;-8.234e-16;1.400e-26;2.859;*;8.26e+06;3.27e+12;
2636;1.504485;-3.901e-14;*;11.322;*;6.11e+05;3.43e+12;
2637;3.246248;-7.698e-15;7.500e-24;11.021;*;6.68e+06;4.80e+11;
2638;2.208152;-9.380e-15;*;21.255;*;3.73e+06;9.45e+11;
2639;1.793371;-1.917e-15;*;3.822;*;1.48e+07;5.83e+11;
2640;1.856504;-7.066e-16;*;5.974;*;4.16e+07;3.36e+11;
2641;0.368674;-8.321e-16;*;3.679;*;7.02e+06;4.12e+12;
2642;3.072996;-7.844e-14;*;6.233;*;6.21e+05;1.66e+12;
2643;2.432150;-3.203e-14;*;13.677;*;1.20e+06;1.51e+12;
2644;1.881492;-9.100e-13;*;15.743;*;3.28e+04;1.18e+13;
2645;258.397933;*;*;4.372;*;*;*;
2646;0.756704;*;*;7.889;*;*;*;
2647;0.693606;-3.959e-15;1.400e-27;8.139;*;2.78e+06;3.49e+12;
2648;200.658805;-3.897e-16;*;1.496;*;8.16e+09;2.22e+08;
2649;2.924832;*;*;1.482;*;*;*;
2650;306.167446;-2.763e-16;*;4.000;*;1.76e+10;9.93e+07;
2651;119.648733;1.132e-14;*;4.000;*;*;*;
2652;189.489871;-7.756e-17;*;4.000;*;3.87e+10;1.08e+08;
2653;110.677192;-1.181e-14;*;4.000;*;1.48e+08;2.99e+09;
