#;F0;F1;F2;DIST;PSR;AGE;BSURF;
;(Hz);(s^-2);(s^-3);(kpc);TYPE;(Yr);(G);
761;0.972176;*;*;25.000;*;*;*;
762;0.781826;-1.449e-15;*;25.000;*;8.55e+06;1.76e+12;
763;1.492454;-1.261e-15;-5.400e-27;1.087;*;1.87e+07;6.23e+11;
764;0.957074;*;*;15.752;*;*;*;
765;1.976056;-1.010e-14;*;12.236;*;3.10e+06;1.16e+12;
766;0.361767;-1.450e-15;*;12.376;*;3.95e+06;5.60e+12;
767;1.184682;-7.831e-15;*;25.000;*;2.40e+06;2.20e+12;
768;0.402608;-1.587e-16;*;11.685;*;4.02e+07;1.58e+12;
769;24.096386;*;*;0.344;*;*;*;
770;243.380880;-1.600e-15;*;5.200;*;2.41e+09;3.37e+08;
771;208.686833;-1.200e-15;*;5.200;*;2.76e+09;3.68e+08;
772;145.605762;*;*;5.200;*;*;*;
773;218.396237;*;*;5.200;*;*;*;
774;237.658566;*;*;5.200;*;*;*;
775;2.092078;-1.419e-14;1.400e-24;3.000;*;2.34e+06;1.26e+12;
776;1.261553;-4.918e-15;*;11.992;*;4.06e+06;1.58e+12;
777;1.841570;-1.806e-14;-4.200e-24;6.697;*;1.62e+06;1.72e+12;
778;373.423704;-2.472e-16;*;25.000;HE[sbc+19];2.39e+10;6.97e+07;
779;1.887045;-6.692e-14;9.200e-24;4.000;*;4.47e+05;3.19e+12;
780;5.089578;-3.963e-14;*;6.218;*;2.03e+06;5.55e+11;
781;3.562802;-3.958e-13;*;12.991;*;1.43e+05;2.99e+12;
782;1.877233;-1.062e-14;*;1.424;*;2.80e+06;1.28e+12;
783;0.676260;-2.790e-16;*;8.396;*;3.84e+07;9.61e+11;
784;*;*;*;1.087;RRAT(?)[ttm+18];*;*;
785;0.638889;-1.384e-14;*;11.872;*;7.32e+05;7.37e+12;
786;1.542932;-1.214e-15;*;8.933;*;2.01e+07;5.82e+11;
787;0.903832;*;*;25.000;RRAT;*;*;
788;1.537434;-1.324e-15;2.500e-26;0.882;*;1.84e+07;6.11e+11;
789;2.893494;-4.521e-18;*;1.434;*;1.01e+10;1.38e+10;
790;1.097574;*;*;25.000;*;*;*;
791;9.283481;-1.861e-15;*;2.495;*;7.90e+07;4.88e+10;
792;2.505060;*;*;2.495;*;*;*;
793;308.860000;-1.150e-15;*;*;NRAD[nie+20];4.26e+09;2.00e+08;
794;2.091414;-1.446e-15;*;5.349;*;2.29e+07;4.02e+11;
795;0.331895;*;*;0.719;RRAT(?)[ttm18];*;*;
796;0.795221;-1.917e-16;*;25.000;*;6.57e+07;6.25e+11;
797;4.808779;-8.228e-15;*;12.932;*;9.26e+06;2.75e+11;
798;106.118735;-2.780e-16;*;5.940;*;6.05e+09;4.88e+08;
799;0.807102;-8.984e-15;*;12.363;*;1.42e+06;4.18e+12;
800;7.296359;-2.822e-17;*;1.212;*;4.10e+09;8.62e+09;
801;1.791539;-1.123e-15;*;7.327;*;2.53e+07;4.47e+11;
802;2.641156;-3.524e-14;*;1.402;*;1.19e+06;1.40e+12;
803;1.594171;-4.946e-14;*;7.278;*;5.11e+05;3.54e+12;
804;5.172242;-6.771e-12;-1.000e-23;12.599;*;1.21e+04;7.08e+12;
805;392.967704;*;*;10.200;*;*;*;
806;418.511473;-3.254e-15;*;10.200;*;2.04e+09;2.13e+08;
807;461.680517;*;*;10.200;*;*;*;
808;183.723050;*;*;10.200;*;*;*;
809;182.815356;*;*;10.200;BINARY[pqm+21];*;*;
810;227.272727;*;*;10.200;BINARY[pqm+21];*;*;
811;0.717307;-5.599e-16;*;25.000;*;2.03e+07;1.25e+12;
812;3.961998;-4.575e-14;*;7.537;*;1.37e+06;8.68e+11;
813;1.851501;-1.474e-16;*;7.414;*;1.99e+08;1.54e+11;
814;0.798031;-2.070e-15;*;5.565;*;6.11e+06;2.04e+12;
815;3.337504;-3.899e-16;*;2.529;*;1.36e+08;1.04e+11;
816;1.639447;-3.806e-14;*;6.285;*;6.82e+05;2.97e+12;
817;1.077851;-4.400e-15;*;10.640;*;3.88e+06;1.90e+12;
818;3.855574;-7.607e-14;*;5.480;*;8.03e+05;1.17e+12;
819;2.680721;*;*;9.312;*;*;*;
820;3.381809;-8.663e-15;*;3.304;*;6.18e+06;4.79e+11;
821;7.238101;-4.654e-13;*;*;NRAD;2.46e+05;1.12e+12;
822;1.590071;-3.120e-15;*;9.902;*;8.07e+06;8.91e+11;
823;0.159490;*;*;3.732;RRAT[mss+20];*;*;
824;0.338760;-1.698e-15;*;5.159;*;3.16e+06;6.69e+12;
825;1.552061;-6.774e-15;*;4.984;*;3.63e+06;1.36e+12;
826;0.490515;-1.720e-16;*;6.443;*;4.52e+07;1.22e+12;
827;0.824143;-4.066e-15;*;7.208;*;3.21e+06;2.73e+12;
828;3.615289;-4.052e-17;*;7.542;*;1.41e+09;2.96e+10;
829;1.970911;-2.810e-15;*;7.317;*;1.11e+07;6.13e+11;
830;2.194132;*;*;6.481;*;*;*;
831;6.020168;-1.305e-11;1.158e-21;3.100;HE[lzg+11];7.31e+03;7.83e+12;
832;1.095325;*;*;2.545;*;*;*;
833;16.520000;-8.230e-13;*;*;NRAD[nie+20];3.18e+05;4.32e+11;
834;7.842616;-3.894e-13;1.600e-24;5.000;*;3.19e+05;9.09e+11;
835;324.229692;-7.604e-16;*;0.278;*;6.76e+09;1.51e+08;
836;*;*;*;0.908;RRAT[ttm18];*;*;
837;32.070194;-4.001e-11;*;7.000;HE;1.27e+04;1.11e+12;
838;1.186514;-2.369e-14;0.000e+00;1.800;*;7.94e+05;3.81e+12;
839;169.779287;-1.393e-12;*;*;NRAD[fermi21];1.93e+06;1.71e+10;
840;0.724542;-2.842e-15;*;1.285;*;4.04e+06;2.77e+12;
841;2.757601;*;*;25.000;*;*;*;
842;2.505197;-5.648e-16;*;5.667;*;7.03e+07;1.92e+11;
843;0.765581;-7.057e-16;*;5.307;*;1.72e+07;1.27e+12;
844;0.377296;-1.960e-16;*;2.189;*;3.05e+07;1.93e+12;
845;131.540810;-4.828e-16;*;0.669;*;4.32e+09;4.66e+08;
846;1.619237;-3.140e-15;*;12.383;*;8.17e+06;8.70e+11;
847;0.410375;-1.147e-16;*;6.785;*;5.67e+07;1.30e+12;
848;3.468017;-7.349e-15;*;5.567;*;7.48e+06;4.25e+11;
849;4.693191;-1.205e-12;*;7.292;*;6.17e+04;3.45e+12;
850;2.031099;-1.302e-14;*;7.860;*;2.47e+06;1.26e+12;
851;1.425283;-1.797e-14;*;8.205;*;1.26e+06;2.52e+12;
852;1.891823;-3.006e-15;*;8.751;*;9.97e+06;6.74e+11;
853;19.979243;-1.277e-11;*;13.510;HE[ojk+08,fermi21];2.48e+04;1.28e+12;
854;3.587709;-8.675e-17;*;1.336;*;6.55e+08;4.39e+10;
855;16.012068;-2.451e-17;*;1.131;*;1.04e+10;2.47e+09;
856;1.889800;-6.830e-15;*;5.284;*;4.38e+06;1.02e+12;
857;3.172001;-9.964e-13;6.400e-24;7.097;*;5.04e+04;5.65e+12;
858;17.182405;-9.717e-13;*;*;NRAD;2.80e+05;4.43e+11;
859;3.501099;-4.087e-12;*;8.469;*;1.36e+04;9.88e+12;
860;9.112390;-2.298e-12;*;2.150;NRAD;6.28e+04;1.76e+12;
861;3.419883;-2.607e-14;*;13.087;*;2.08e+06;8.17e+11;
862;2.531993;-4.766e-14;*;3.037;*;8.42e+05;1.73e+12;
863;0.215974;-2.981e-16;*;5.420;*;1.15e+07;5.50e+12;
864;2.547907;-3.765e-15;*;10.428;*;1.07e+07;4.83e+11;
865;1.258048;-1.899e-16;*;1.423;*;1.05e+08;3.13e+11;
866;3.383173;-4.899e-14;*;5.083;*;1.09e+06;1.14e+12;
867;375.344942;*;*;4.400;HE;*;*;
868;0.911738;-7.392e-16;*;4.081;*;1.95e+07;9.99e+11;
869;0.597873;-9.687e-17;*;6.140;*;9.78e+07;6.81e+11;
870;9.043798;-1.385e-11;6.400e-22;1.885;NRAD;1.03e+04;4.38e+12;
871;1.068636;-2.651e-16;*;4.399;*;6.39e+07;4.72e+11;
872;29.310788;-5.800e-17;*;1.329;*;8.01e+09;1.54e+09;
873;14.667084;-1.789e-11;*;5.632;HE[rrj01,waa+10];1.30e+04;2.41e+12;
874;156.599196;-3.033e-16;*;2.085;*;8.18e+09;2.84e+08;
875;2.932828;-8.329e-13;-1.500e-23;*;NRAD;5.58e+04;5.81e+12;
876;2.999304;-1.306e-14;*;4.704;*;3.64e+06;7.04e+11;
877;1.298069;-1.315e-15;*;6.205;*;1.56e+07;7.85e+11;
878;0.700771;*;*;0.949;RRAT;*;*;
879;2.726756;-2.926e-14;*;6.695;*;1.48e+06;1.22e+12;
880;0.977036;-2.291e-16;*;6.079;*;6.76e+07;5.02e+11;
881;2.830753;-1.763e-16;*;1.065;*;2.54e+08;8.92e+10;
882;1.412694;-1.481e-15;*;7.636;*;1.51e+07;7.33e+11;
883;1.993103;-1.900e-15;*;6.851;*;1.66e+07;4.96e+11;
884;1.004218;*;*;25.000;*;*;*;
885;1.705072;-1.806e-15;*;3.744;*;1.50e+07;6.11e+11;
886;1.753486;-6.416e-15;*;1.897;*;4.33e+06;1.10e+12;
887;8.632402;-2.273e-12;*;1.955;NRAD;6.02e+04;1.90e+12;
888;1.309046;-7.326e-14;*;7.685;*;2.83e+05;5.78e+12;
889;*;*;*;25.000;RRAT[mss+20];*;*;
890;2.034510;-1.943e-13;*;3.902;*;1.66e+05;4.86e+12;
891;1.273166;-4.502e-15;*;1.327;*;4.48e+06;1.49e+12;
892;497.029394;-3.486e-15;*;1.562;HE[btb+15,fermi21];2.26e+09;1.70e+08;
893;243.276805;-3.800e-16;*;3.554;*;1.01e+10;1.64e+08;
894;360.711889;*;*;4.924;*;*;*;
895;0.491403;-1.431e-15;*;5.280;*;5.44e+06;3.51e+12;
896;*;*;*;2.993;RRAT[dsm+16];*;*;
897;0.511658;-1.474e-15;*;6.221;*;5.50e+06;3.36e+12;
898;0.932730;-2.575e-17;*;3.212;*;5.74e+08;1.80e+11;
899;3.264050;-3.218e-14;*;5.297;*;1.61e+06;9.73e+11;
900;1.038046;-1.110e-15;*;4.808;*;1.48e+07;1.01e+12;
901;23.957175;-3.157e-16;*;0.974;*;1.20e+09;4.85e+09;
902;2.114181;-6.919e-15;*;1.064;*;4.84e+06;8.66e+11;
903;106.975072;-2.800e-16;*;2.814;*;6.05e+09;4.84e+08;
904;16.208474;-2.256e-12;*;8.543;*;1.14e+05;7.37e+11;
905;2.138505;-2.895e-14;*;4.253;*;1.17e+06;1.74e+12;
906;34.922434;-1.729e-16;*;0.654;HE[fsk+04,fermi21];3.20e+09;2.04e+09;
907;1.054960;*;*;2.047;RRAT[kkl+15];*;*;
908;2.175773;-5.306e-15;*;3.446;*;6.50e+06;7.26e+11;
909;0.850456;-2.604e-16;*;3.882;*;5.18e+07;6.58e+11;
910;1.366006;-6.307e-16;*;2.979;*;3.43e+07;5.03e+11;
911;0.362289;-1.080e-15;*;3.844;*;5.31e+06;4.82e+12;
912;0.210147;-8.188e-16;*;5.823;RRAT;4.07e+06;9.51e+12;
913;455.644016;-2.036e-15;*;1.569;HE;3.55e+09;1.48e+08;
914;6.300000;-4.660e-13;*;*;NRAD[nie+20];2.14e+05;1.38e+12;
915;2.158291;-4.006e-16;*;4.169;*;8.54e+07;2.02e+11;
916;2.586366;-3.392e-13;*;4.504;*;1.21e+05;4.48e+12;
917;6.451938;-6.038e-14;*;6.135;*;1.69e+06;4.80e+11;
918;172.642910;-3.474e-16;*;1.269;*;7.87e+09;2.63e+08;
919;5.571440;-8.518e-14;2.200e-25;2.800;*;1.04e+06;7.10e+11;
920;22.100047;-3.990e-16;*;2.985;*;8.78e+08;6.15e+09;
921;125.200245;-3.810e-16;*;0.684;HE[lnl+95,fermi21];5.21e+09;4.46e+08;
922;5.675652;*;*;6.692;*;*;*;
923;1.862857;*;*;9.338;*;*;*;
924;3.796840;-1.426e-15;*;0.430;*;4.22e+07;1.63e+11;
925;0.571982;-1.733e-15;*;0.994;*;5.23e+06;3.08e+12;
926;0.667273;-1.630e-15;*;3.738;*;6.49e+06;2.37e+12;
927;2.559251;-8.060e-14;*;6.366;*;5.03e+05;2.22e+12;
928;9.694559;-2.375e-12;-4.000e-23;1.840;NRAD;6.47e+04;1.63e+12;
929;2.155001;-1.110e-15;*;2.131;*;3.07e+07;3.37e+11;
930;1.277223;-2.773e-16;*;4.938;*;7.30e+07;3.69e+11;
931;0.264271;*;*;1.289;RRAT(?)[ttm18];*;*;
932;0.570611;-5.600e-17;*;25.000;*;1.61e+08;5.56e+11;
933;1.867398;-6.377e-15;*;3.961;*;4.64e+06;1.00e+12;
934;1.496770;-8.155e-14;*;7.093;*;2.91e+05;4.99e+12;
935;1.187502;-1.901e-15;*;5.189;*;9.90e+06;1.08e+12;
936;37.390972;-4.397e-16;*;7.730;*;1.35e+09;2.93e+09;
937;0.301750;-1.275e-17;*;0.244;*;3.75e+08;6.89e+11;
938;2.421394;-3.242e-14;*;3.548;*;1.18e+06;1.53e+12;
939;0.597953;-5.106e-16;*;11.274;*;1.86e+07;1.56e+12;
940;1.001001;*;*;4.019;*;*;*;
941;1.189430;-9.012e-15;*;1.384;*;2.09e+06;2.34e+12;
942;3.487255;-1.927e-14;*;1.394;*;2.87e+06;6.82e+11;
943;1.114511;-3.233e-16;*;5.893;*;5.46e+07;4.89e+11;
944;2.811703;-9.107e-15;*;4.792;*;4.89e+06;6.48e+11;
945;1.351932;-9.135e-15;5.160e-26;2.100;*;2.34e+06;1.95e+12;
946;11.245449;-1.159e-12;1.200e-24;3.372;HE[waa+10];1.54e+05;9.14e+11;
947;2.949518;-1.845e-14;*;11.090;*;2.53e+06;8.58e+11;
948;1.059466;-6.847e-16;*;4.128;*;2.45e+07;7.68e+11;
949;4.990420;-1.207e-14;*;2.430;*;6.55e+06;3.15e+11;
950;3.316634;-3.784e-15;*;5.122;*;1.39e+07;3.26e+11;
951;0.490068;-4.611e-16;*;5.115;*;1.68e+07;2.00e+12;
952;7.770094;-4.137e-13;-1.200e-23;6.835;*;2.98e+05;9.50e+11;
953;471.905670;-4.812e-15;*;3.956;HE;1.55e+09;2.17e+08;
954;1.027266;-2.907e-14;*;5.890;*;5.60e+05;5.24e+12;
955;6.597092;-6.653e-11;1.896e-21;4.400;HE[umw+93,ppp+09];1.57e+03;1.54e+13;
956;0.955916;-7.793e-15;*;3.757;RRAT;1.94e+06;3.02e+12;
957;0.510533;-3.573e-16;*;7.928;*;2.26e+07;1.66e+12;
958;2.198574;-4.477e-15;*;1.243;*;7.78e+06;6.57e+11;
959;278.603009;-1.447e-15;*;0.909;HE;3.05e+09;2.62e+08;
960;3.375195;-1.823e-17;*;0.850;*;2.93e+09;2.20e+10;
961;6.720544;-1.300e-13;*;3.906;*;8.19e+05;6.62e+11;
962;3.488596;-7.416e-14;*;6.069;*;7.45e+05;1.34e+12;
963;27.760652;*;*;3.037;*;*;*;
964;15.527492;*;*;0.966;*;*;*;
965;1.536483;-5.087e-16;*;4.473;*;4.79e+07;3.79e+11;
966;1.127888;-2.669e-15;*;7.675;*;6.70e+06;1.38e+12;
967;180.063625;-1.336e-15;*;7.500;*;2.13e+09;4.84e+08;
968;125.834588;5.273e-17;*;7.500;*;*;*;
969;402.588228;-4.225e-15;-1.450e-26;7.500;*;1.51e+09;2.58e+08;
970;334.672021;*;*;7.500;*;*;*;
971;314.267756;*;*;7.500;*;*;*;
972;377.358491;*;*;7.500;BINARY[pqm+21];*;*;
973;1.257867;-6.612e-16;*;2.679;*;3.01e+07;5.83e+11;
974;2.003222;-9.511e-16;*;12.297;*;3.34e+07;3.48e+11;
975;24.428979;-1.623e-17;*;0.964;*;2.39e+10;1.07e+09;
976;4.652790;-8.789e-16;*;3.768;*;8.39e+07;9.45e+10;
977;1.927682;-1.588e-14;*;6.799;*;1.92e+06;1.51e+12;
978;0.464186;-1.804e-15;*;5.047;*;4.08e+06;4.30e+12;
979;0.797415;-3.790e-15;*;12.367;*;3.33e+06;2.77e+12;
980;0.719629;-1.709e-15;*;2.000;*;6.67e+06;2.17e+12;
981;9.790869;-2.995e-12;-2.600e-23;*;NRAD;5.18e+04;1.81e+12;
982;2.529376;-1.316e-14;*;3.882;*;3.05e+06;9.13e+11;
983;0.664525;-4.210e-16;*;7.997;*;2.50e+07;1.21e+12;
984;*;*;*;3.175;RRAT[mss+20];*;*;
985;12.784691;-6.366e-12;*;3.378;*;3.18e+04;1.77e+12;
986;0.895917;-2.860e-13;3.800e-25;7.434;*;4.96e+04;2.02e+13;
987;1.040537;-1.364e-13;*;7.546;*;1.21e+05;1.11e+13;
988;0.988441;-1.580e-14;*;4.880;*;9.91e+05;4.09e+12;
989;2.815664;-7.103e-17;*;3.132;*;6.28e+08;5.71e+10;
990;88.029085;-1.018e-15;*;3.139;*;1.37e+09;1.24e+09;
991;3.566987;-1.476e-15;*;5.078;*;3.83e+07;1.82e+11;
992;401.606426;*;*;*;NRAD[fermi21];*;*;
993;3.312488;-1.350e-15;*;4.796;*;3.89e+07;1.95e+11;
994;0.413632;-3.261e-15;*;1.691;*;2.01e+06;6.87e+12;
995;0.953545;-1.025e-14;*;5.381;*;1.47e+06;3.48e+12;
996;16.441357;-6.731e-17;*;0.774;*;3.87e+09;3.94e+09;
997;1.899133;-1.426e-15;*;5.453;*;2.11e+07;4.62e+11;
998;0.288409;-6.446e-16;*;4.471;*;7.09e+06;5.25e+12;
999;2.811464;-1.957e-13;*;*;NRAD;2.28e+05;3.00e+12;
1000;1.251564;*;*;3.008;*;*;*;
1001;117.837233;-3.750e-16;*;4.296;*;4.98e+09;4.84e+08;
1002;2.099076;*;*;0.499;*;*;*;
1003;1.122001;-1.020e-15;*;6.240;*;1.74e+07;8.60e+11;
1004;1.216177;-6.064e-15;*;3.321;*;3.18e+06;1.86e+12;
1005;1.980198;*;*;2.696;*;*;*;
1006;3.584764;-6.014e-14;*;1.123;*;9.44e+05;1.16e+12;
1007;1.098515;-9.956e-16;*;11.447;*;1.75e+07;8.77e+11;
1008;2.802303;-7.562e-16;*;9.528;*;5.87e+07;1.88e+11;
1009;11.875629;-1.945e-12;1.370e-23;2.841;HE[kbm+03,fermi21];9.67e+04;1.09e+12;
1010;0.889019;-6.161e-16;*;1.695;*;2.29e+07;9.48e+11;
1011;2.253142;-3.300e-16;*;3.825;*;1.08e+08;1.72e+11;
1012;1.912130;*;*;4.440;*;*;*;
1013;0.818715;-1.207e-16;*;9.640;*;1.08e+08;4.74e+11;
1014;2.740965;*;*;2.035;RRAT;*;*;
1015;0.730523;-7.625e-16;*;0.810;*;1.52e+07;1.42e+12;
1016;3.451979;-1.839e-14;*;3.748;*;2.97e+06;6.77e+11;
1017;2.310183;-2.172e-14;*;2.770;*;1.68e+06;1.34e+12;
1018;2.134920;-1.846e-16;*;5.818;*;1.83e+08;1.39e+11;
1019;1.764496;-4.464e-14;*;3.946;*;6.26e+05;2.88e+12;
1020;3.255445;-2.878e-14;*;2.971;*;1.79e+06;9.24e+11;
1021;1.071467;*;*;25.000;*;*;*;
1022;0.526039;*;*;5.285;*;*;*;
1023;0.757714;-4.536e-16;*;7.620;*;2.65e+07;1.03e+12;
1024;324.684384;-2.234e-15;*;0.978;HE[brj+21];2.30e+09;2.59e+08;
1025;1.134509;-2.460e-15;*;3.306;*;7.31e+06;1.31e+12;
1026;1.792627;-4.390e-15;*;8.135;*;6.47e+06;8.83e+11;
1027;26.382133;-1.686e-15;1.700e-29;1.051;*;2.48e+08;9.70e+09;
1028;3.318833;-2.128e-14;*;2.055;*;2.47e+06;7.72e+11;
1029;0.654397;-1.787e-15;*;2.744;*;5.80e+06;2.56e+12;
1030;144.360649;-3.305e-16;*;3.054;*;6.92e+09;3.35e+08;
1031;2.323074;-1.500e-14;*;8.465;*;2.45e+06;1.11e+12;
1032;0.289907;-5.790e-16;*;1.312;RRAT;7.93e+06;4.93e+12;
1033;3.613681;-1.860e-14;*;3.179;*;3.08e+06;6.35e+11;
1034;2.526971;-2.618e-16;*;5.940;*;1.53e+08;1.29e+11;
1035;9.553297;-2.927e-13;*;5.977;*;5.17e+05;5.86e+11;
1036;0.523973;-2.007e-15;*;3.313;*;4.14e+06;3.78e+12;
1037;1.184862;-9.996e-15;*;7.043;*;1.88e+06;2.48e+12;
1038;2.930722;-3.908e-14;*;3.428;*;1.19e+06;1.26e+12;
1039;1.974067;-1.637e-16;*;2.519;*;1.91e+08;1.48e+11;
1040;0.785644;-7.820e-16;*;3.465;*;1.59e+07;1.29e+12;
1041;0.995066;-7.208e-16;*;4.912;*;2.19e+07;8.66e+11;
1042;4.108545;-8.183e-14;*;3.536;*;7.95e+05;1.10e+12;
1043;0.613179;-7.580e-17;*;7.095;*;1.28e+08;5.80e+11;
1044;1.631544;-1.120e-15;*;6.349;*;2.31e+07;5.14e+11;
1045;*;*;*;2.112;RRAT;*;*;
1046;3.380233;-8.572e-13;*;5.161;*;6.25e+04;4.77e+12;
1047;1.668758;-1.121e-14;*;2.732;*;2.36e+06;1.57e+12;
1048;0.560581;-1.850e-16;*;4.061;*;4.80e+07;1.04e+12;
1049;0.828111;-5.335e-14;*;5.370;*;2.46e+05;9.81e+12;
1050;1.410310;-1.749e-15;*;3.226;*;1.28e+07;7.99e+11;
1051;1.336097;-7.720e-16;*;5.900;*;2.74e+07;5.76e+11;
1052;1.552180;-2.441e-14;*;5.809;*;1.01e+06;2.59e+12;
1053;486.154232;-3.819e-15;*;1.148;*;2.02e+09;1.84e+08;
1054;2.651551;-3.663e-13;*;4.658;*;1.15e+05;4.49e+12;
1055;2.065562;-4.849e-15;*;2.633;*;6.75e+06;7.51e+11;
1056;463.115536;-6.290e-16;*;2.991;HE;1.17e+10;8.05e+07;
1057;5.600551;-1.890e-15;*;0.932;*;4.70e+07;1.05e+11;
1058;279.697699;-4.104e-15;*;2.222;*;1.08e+09;4.38e+08;
1059;383.778121;*;*;10.400;*;*;*;
1060;1.721645;-3.498e-14;*;5.334;*;7.80e+05;2.65e+12;
1061;128.205128;*;*;3.888;*;*;*;
1062;0.634146;-1.181e-15;*;3.756;*;8.50e+06;2.18e+12;
1063;233.037978;-4.046e-16;*;2.695;*;9.13e+09;1.81e+08;
1064;1.545123;-6.100e-17;*;3.464;*;4.01e+08;1.30e+11;
1065;4.128984;-1.013e-14;*;5.685;*;6.46e+06;3.84e+11;
1066;6.865552;-3.771e-17;*;3.439;*;2.88e+09;1.09e+10;
1067;1.659095;-1.114e-14;*;3.518;*;2.36e+06;1.58e+12;
1068;5.850076;-3.673e-13;*;5.702;*;2.52e+05;1.37e+12;
1069;0.792097;-5.359e-16;*;3.033;*;2.34e+07;1.05e+12;
1070;3.467949;-1.697e-13;*;1.308;*;3.24e+05;2.04e+12;
1071;1.355932;*;*;0.704;RRAT;*;*;
1072;2.008950;-1.897e-16;*;2.858;*;1.68e+08;1.55e+11;
1073;1.333940;-3.163e-14;*;5.644;*;6.68e+05;3.69e+12;
1074;0.703668;-4.630e-16;*;6.932;*;2.41e+07;1.17e+12;
1075;0.483131;-5.411e-12;*;4.000;AXP,HE;1.41e+03;2.22e+14;
1076;141.043724;*;*;1.325;*;*;*;
1077;1.483547;-4.138e-16;*;2.227;*;5.68e+07;3.60e+11;
1078;2.205326;-9.476e-13;*;5.878;*;3.69e+04;9.51e+12;
1079;5.029204;-5.767e-16;*;3.901;*;1.38e+08;6.81e+10;
1080;159.126424;-4.811e-16;*;3.060;*;5.24e+09;3.50e+08;
1081;411.880531;-4.746e-16;*;2.636;HE[pbh+17];1.38e+10;8.34e+07;
1082;0.924772;-1.344e-14;*;3.786;*;1.09e+06;4.17e+12;
1083;*;*;*;2.753;RRAT[dsm+16];*;*;
1084;7.985335;-1.463e-13;*;3.079;RRAT;8.65e+05;5.42e+11;
1085;0.292565;-2.671e-15;*;6.397;*;1.74e+06;1.04e+13;
1086;*;*;*;1.253;RRAT[ttm18];*;*;
1087;1.025210;-2.159e-15;*;1.548;*;7.52e+06;1.43e+12;
1088;1.877660;-2.446e-15;-3.030e-26;3.747;*;1.22e+07;6.15e+11;
1089;559.440006;-1.394e-14;-1.000e-25;7.555;HE[nie21];6.36e+08;2.86e+08;
1090;1.930093;-2.318e-16;-2.000e-28;5.299;*;1.32e+08;1.82e+11;
1091;1.005348;-1.053e-14;*;5.020;*;1.51e+06;3.26e+12;
1092;3.037788;-3.046e-15;*;8.630;*;1.58e+07;3.34e+11;
1093;2.450051;-4.526e-16;*;6.485;*;8.58e+07;1.78e+11;
1094;1.681873;-1.709e-14;*;7.430;*;1.56e+06;1.92e+12;
1095;0.890994;-1.480e-13;*;3.325;*;9.54e+04;1.46e+13;
1096;3.741563;*;*;5.402;*;*;*;
1097;0.854781;*;*;4.804;*;*;*;
1098;3.890201;-1.542e-14;*;2.300;*;4.00e+06;5.18e+11;
1099;1.044641;-2.173e-14;*;4.133;*;7.62e+05;4.42e+12;
1100;277.937707;-7.338e-16;*;1.887;HE[egc+13];6.00e+09;1.87e+08;
1101;5.191976;-1.365e-13;*;6.900;*;6.03e+05;9.99e+11;
1102;5.142554;-5.631e-14;*;4.183;*;1.45e+06;6.51e+11;
1103;0.801496;-5.700e-16;*;5.657;*;2.23e+07;1.06e+12;
1104;1.161741;*;*;1.367;*;*;*;
1105;0.390723;-1.100e-16;*;4.088;*;5.63e+07;1.37e+12;
1106;3.466453;-7.492e-13;*;3.576;*;7.33e+04;4.29e+12;
1107;1.219527;-2.371e-14;*;6.029;*;8.15e+05;3.66e+12;
1108;1.157024;-9.293e-14;6.000e-24;8.000;*;1.97e+05;7.84e+12;
1109;1.399188;*;*;25.000;RRAT[mss+20];*;*;
1110;1.988072;*;*;25.000;RRAT[dsm+16];*;*;
1111;3.532679;-1.989e-14;0.000e+00;3.412;*;2.81e+06;6.80e+11;
1112;1.284830;-4.968e-15;-4.500e-29;2.306;*;4.10e+06;1.55e+12;
1113;7.046790;-6.170e-15;*;4.100;*;1.81e+07;1.34e+11;
1114;1.191582;-7.043e-14;*;3.113;*;2.68e+05;6.53e+12;
1115;2.015816;-1.136e-14;*;6.730;*;2.81e+06;1.19e+12;
1116;67.376581;-7.095e-17;*;0.530;*;1.50e+10;4.87e+08;
1117;1.131362;-3.390e-17;*;2.902;*;5.29e+08;1.55e+11;
1118;0.719839;*;*;7.833;*;*;*;
1119;1.895857;-1.783e-14;*;1.307;*;1.68e+06;1.64e+12;
1120;3.054195;-9.503e-15;-1.300e-24;3.225;*;5.09e+06;5.84e+11;
1121;2.929090;-7.207e-16;*;1.595;*;6.44e+07;1.71e+11;
1122;0.145349;*;*;*;XINS,NRAD;*;*;
1123;0.986574;-4.620e-15;*;5.087;*;3.38e+06;2.22e+12;
1124;1.519726;-5.911e-16;*;0.922;*;4.07e+07;4.15e+11;
1125;2.370701;-1.720e-15;-2.010e-27;1.087;*;2.18e+07;3.64e+11;
1126;2.917810;-2.160e-14;*;5.118;*;2.14e+06;9.44e+11;
1127;3.354395;-2.802e-16;*;3.444;*;1.90e+08;8.72e+10;
1128;0.641883;-2.097e-16;*;1.791;*;4.85e+07;9.01e+11;
1129;4.006267;-8.040e-15;*;3.747;*;7.89e+06;3.58e+11;
1130;0.781615;-7.920e-15;*;6.477;*;1.56e+06;4.12e+12;
1131;0.981939;-2.216e-16;6.100e-28;3.247;*;7.02e+07;4.90e+11;
1132;*;*;*;3.768;RRAT;*;*;
1133;2.078488;-5.886e-14;*;5.615;*;5.59e+05;2.59e+12;
1134;1.271508;-4.228e-15;*;5.353;*;4.77e+06;1.45e+12;
1135;0.771087;*;*;2.015;RRAT;*;*;
1136;104.166667;*;*;7.464;*;*;*;
