INFO:root:Using default metrics strategy: MetricsStrategy.DVM
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FCDM3ZA HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FOZJI0X HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FG34YFY HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FNFBYTM HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FNPERCS HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FAV1AY6 HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FMXKWSG HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FDR7FHD HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FNDS2ZX HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FOEQOBU HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FOZPQ6P HTTP/1.1" 200 7945
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FDJGNXU HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FYKGMRG HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FOPJCT4 HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2F0ALHNL HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FLRWMIO HTTP/1.1" 200 7559
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FXGZBA7 HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FWFX1FJ HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2F5AWJQG HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FSV9PNK HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FV6VNMZ HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FDLZQQJ HTTP/1.1" 200 7322
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2F3I0VZX HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FTGROOT HTTP/1.1" 200 7907
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FOLCJ7E HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FZJWMUC HTTP/1.1" 200 8126
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FPB8XW0 HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FAXLYAQ HTTP/1.1" 200 7636
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FCVSJPG HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FANKHH6 HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FE17GEH HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FCEVU1E HTTP/1.1" 200 7657
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FPTXY4F HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2F2IAXIO HTTP/1.1" 200 7698
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FS0KLPG HTTP/1.1" 200 8115
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2F5PUWRT HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FLWVEZU HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FNVGU0O HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FYCYMPW HTTP/1.1" 200 7239
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FQVOHAD HTTP/1.1" 200 7477
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FR7K3J3 HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FCDWTFB HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FZ2CNFV HTTP/1.1" 200 6771
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FJJ6J67 HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FXIW4YC HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FFOPVHH HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FGWCM0T HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FRCVRAS HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FTPZ0OA HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FPFMTZR HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FWSEL9H HTTP/1.1" 404 94
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FMZF7XQ HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FVLKJ2X HTTP/1.1" 404 94
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FJISNPL HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FWQST09 HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FEJYU97 HTTP/1.1" 404 94
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FXUUTMY HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FOKORWG HTTP/1.1" 404 94
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FBL4DJO HTTP/1.1" 404 94
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FUIBSM1 HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FQCAQB2 HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FXRNMXK HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FG6AXEX HTTP/1.1" 404 94
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FGCUA0N HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FUPXF8S HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FYCR6GB HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FZG2LNE HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FLUFJYZ HTTP/1.1" 404 94
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FFMKBXS HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FZ7J2EA HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FA9ZHHR HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FSP1YQY HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2F3VIXG4 HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FSETZ87 HTTP/1.1" 404 94
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FRYXWWY HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FMD8PST HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FKTDSEO HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FWY9T73 HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2F9AWI8L HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2F4OI8WM HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FHQBF1L HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FVETCHQ HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FTXLZ39 HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FLTVQUK HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FSYMSF4 HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FTQYYDU HTTP/1.1" 404 94
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FBFRX7L HTTP/1.1" 404 94
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FJXMCAK HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2F7PJEAJ HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FV2K80T HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2F8ARANI HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FVLUA32 HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FSXJBBZ HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FPJM1IF HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
DEBUG:urllib3.connectionpool:https://dataverse.harvard.edu:443 "GET /api/datasets/:persistentId/versions/:latest-published?persistentId=doi%3A10.7910%2FDVN%2FXFOH7O HTTP/1.1" 200 None
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): dataverse.harvard.edu:443
